,CountyName,total_population,total_age_population,total_race_population,hispanic_or_latino,median_household_income,bachelors_degree,masters_degree,professional_degree,doctorate_degree,labor_force,unemployed,median_rent,median_home_value,same_house_1yr_ago,moved_from_same_state,moved_from_different_state,owner_occupied,renter_occupied,state_fips,county_fips
206,"Madera County, California",158790,158790,158790,95835,75496,11644,3896,1102,538,67619,7165,1307,367700,140108,575,26,29168,15345,06,039
207,"Marin County, California",258765,258765,258765,49128,142785,63089,31407,14046,6302,134541,8218,2584,1390000,226304,2208,286,65927,37274,06,041
208,"Mariposa County, California",17060,17060,17060,2341,65378,2582,1150,168,233,7939,549,1268,358000,14701,137,0,5616,1899,06,043
209,"Mendocino County, California",90709,90709,90709,24440,64688,9871,4348,1507,522,41537,3881,1325,486000,79883,276,27,21044,13526,06,045
210,"Merced County, California",285597,285597,285597,178961,65044,17760,5378,1397,811,124973,13441,1284,368400,250969,1846,141,45097,39508,06,047
211,"Modoc County, California",8646,8646,8646,1321,56648,1031,358,58,34,3282,196,818,212000,7504,13,0,2524,740,06,049
212,"Mono County, California",13169,13169,13169,3513,86953,1814,707,565,226,7603,155,1593,514300,11580,80,0,3819,1702,06,051
213,"Monterey County, California",435834,435834,435834,265748,94486,46167,20769,6290,4646,196118,10068,1995,723100,383238,2626,400,69033,63013,06,053
214,"Napa County, California",136070,136070,136070,48801,108970,23885,9006,3399,1394,71712,3643,2141,838800,120133,586,40,31985,17678,06,055
215,"Nevada County, California",102452,102452,102452,10723,84905,19768,7926,2399,1170,46301,2162,1635,602800,93490,464,163,31170,10703,06,057
216,"Orange County, California",3164063,3164063,3164063,1080480,113702,601466,243974,71511,40097,1685097,90063,2352,915500,2770448,22787,1984,606605,468049,06,059
217,"Placer County, California",412435,412435,412435,63412,114678,80818,30966,9804,3696,202943,9116,1991,658800,358466,1872,344,115446,39976,06,061
218,"Plumas County, California",19607,19607,19607,1965,64946,2031,778,174,129,7909,769,1034,327400,16766,60,33,6024,2031,06,063
219,"Riverside County, California",2449909,2449909,2449909,1239702,89672,259990,105656,25186,16175,1165810,76743,1814,510300,2185167,10530,1147,524872,237362,06,065
220,"Sacramento County, California",1584047,1584047,1584047,379734,88724,232818,85996,29411,13601,799922,51540,1702,498900,1375737,10811,1092,333143,235080,06,067
221,"San Benito County, California",66056,66056,66056,40783,108289,7009,2069,415,234,34210,2038,1922,751500,58922,205,0,13613,6575,06,069
222,"San Bernardino County, California",2187816,2187816,2187816,1193691,82184,207111,84594,17503,13070,1036527,74017,1706,475000,1946995,7853,737,411081,256923,06,071
223,"San Diego County, California",3282782,3282782,3282782,1127221,102285,580152,250414,66576,57934,1681203,104758,2154,791600,2820576,25571,3935,632194,527628,06,073
224,"San Francisco County, California",836321,836321,836321,133266,141446,234704,111703,33093,22851,513866,28900,2419,1380500,700486,9789,1327,139610,223040,06,075
225,"San Joaquin County, California",787416,787416,787416,332543,88531,73689,24869,6939,3413,372511,27442,1633,494500,696775,4177,652,148522,92851,06,077
226,"San Luis Obispo County, California",281486,281486,281486,68980,93398,46166,18682,6207,3519,138634,7005,1899,777200,229018,699,89,67403,41494,06,079
227,"San Mateo County, California",745100,745100,745100,185378,156000,158423,81289,22737,25809,413668,18501,2893,1494500,649305,7844,903,156244,108180,06,081
228,"Santa Barbara County, California",443975,443975,443975,211412,95977,60231,24649,7773,7229,220540,13563,2050,735700,368377,3306,1163,78754,70206,06,083
229,"Santa Clara County, California",1903297,1903297,1903297,477632,159674,376766,265245,39028,66547,1045969,46668,2814,1382800,1619679,28723,2724,361910,292557,06,085
230,"Santa Cruz County, California",266021,266021,266021,93116,109266,45391,21461,5809,5607,141139,7922,2172,1015200,226759,1192,191,58102,38771,06,087
231,"Shasta County, California",181554,181554,181554,20604,71931,20528,6528,2089,866,81960,5115,1267,347200,156383,653,112,46711,24762,06,089
232,"Sierra County, California",2731,2731,2731,262,60000,325,110,91,7,1206,147,1181,334100,2293,0,0,944,262,06,091
233,"Siskiyou County, California",43834,43834,43834,5757,55499,5070,1674,460,225,18136,1392,1043,284500,38001,61,1,13179,5728,06,093
234,"Solano County, California",450824,450824,450824,130628,99994,60797,19902,5340,3025,222268,13027,2088,589600,395038,2476,394,98510,57290,06,095
235,"Sonoma County, California",485642,485642,485642,142986,102840,83196,33280,12131,5258,259553,13476,2093,779000,423318,2261,214,118489,72009,06,097
236,"Stanislaus County, California",552250,552250,552250,271787,79661,46297,14337,4831,2009,260457,20229,1528,426600,494347,2566,201,107644,68813,06,099
237,"Sutter County, California",98971,98971,98971,32061,75450,8877,2986,869,457,45374,3188,1364,399400,85626,599,95,19672,13568,06,101
238,"Tehama County, California",65520,65520,65520,18458,61834,5952,1704,652,159,27389,1839,1159,315600,60475,22,0,16574,7952,06,103
239,"Trinity County, California",15886,15886,15886,936,53498,1164,621,187,247,5285,314,922,329000,13724,15,12,3924,1449,06,105
240,"Tulare County, California",475774,475774,475774,314250,69489,28892,11710,3255,1245,211259,18688,1206,303000,430773,1550,220,83253,58773,06,107
241,"Tuolumne County, California",54873,54873,54873,7250,72259,6706,2495,624,213,22875,1818,1247,406200,47941,26,14,16912,5897,06,109
242,"Ventura County, California",838259,838259,838259,367516,107327,128351,53080,14551,10236,431017,23547,2248,768400,757833,2695,311,178388,99657,06,111
243,"Yolo County, California",217782,217782,217782,72347,88818,29769,14673,5867,7123,109730,5865,1757,593800,176425,2497,605,41046,35594,06,113
244,"Yuba County, California",83079,83079,83079,24887,73313,6282,2302,431,459,35025,2553,1209,380000,69797,284,15,17769,10294,06,115
245,"Adams County, Colorado",524408,524408,524408,221633,91387,65757,24193,3335,3098,291990,13434,1713,458400,438488,1990,184,127392,57572,08,001
246,"Alamosa County, Colorado",16515,16515,16515,7900,51445,1767,864,151,146,8124,203,904,218800,13484,62,8,3705,2865,08,003
247,"Arapahoe County, Colorado",655709,655709,655709,138906,97215,127692,58840,12230,8244,372417,17434,1812,526000,545308,4381,662,165343,88547,08,005
248,"Archuleta County, Colorado",13730,13730,13730,2255,76524,2764,1361,154,147,6194,113,1409,451400,12759,35,0,4573,1331,08,007
249,"Baca County, Colorado",3460,3460,3460,370,40380,439,122,30,9,1526,20,490,122000,3141,12,0,1145,448,08,009
250,"Bent County, Colorado",5524,5524,5524,1780,49194,381,185,46,2,1669,77,854,137900,4960,28,0,1239,636,08,011
251,"Boulder County, Colorado",328317,328317,328317,47948,102772,75524,43882,8369,12256,186019,8593,1893,713900,255432,2815,752,84461,50769,08,013
252,"Broomfield County, Colorado",75110,75110,75110,10381,121025,18623,9231,1580,1836,43541,1416,2074,631600,61947,307,0,19353,11568,08,014
253,"Chaffee County, Colorado",19876,19876,19876,1933,70909,4238,1997,651,307,9600,501,1514,598500,17431,14,0,6707,2488,08,015
254,"Cheyenne County, Colorado",1732,1732,1732,219,67768,196,87,10,10,934,18,862,187100,1634,2,0,546,205,08,017
255,"Clear Creek County, Colorado",9358,9358,9358,708,96667,2238,1493,367,102,5732,240,1230,572800,8155,22,0,3725,787,08,019
256,"Conejos County, Colorado",7536,7536,7536,3773,47209,769,355,28,22,3473,161,724,162100,6626,0,0,2319,793,08,021
257,"Costilla County, Colorado",3571,3571,3571,1985,36519,533,201,14,0,1303,59,857,171300,3175,0,0,1236,338,08,023
258,"Crowley County, Colorado",5734,5734,5734,1644,47563,319,212,4,2,1728,96,976,106700,5099,17,0,877,456,08,025
259,"Custer County, Colorado",5073,5073,5073,92,72700,910,393,43,76,2179,122,1021,358800,4565,9,0,2097,351,08,027
260,"Delta County, Colorado",31353,31353,31353,4460,58330,3913,1654,263,117,12659,399,1080,318000,28041,90,19,9663,2985,08,029
261,"Denver County, Colorado",713734,713734,713734,199425,91681,177645,78693,24686,11737,441933,20324,1770,586700,562441,4356,646,161908,167670,08,031
262,"Dolores County, Colorado",2385,2385,2385,296,70490,352,99,35,0,1229,31,1688,231900,2188,0,0,1041,197,08,033
263,"Douglas County, Colorado",368283,368283,368283,36431,145737,97722,43370,7301,4585,210044,7458,2095,674000,309203,895,68,105865,30265,08,035
264,"Eagle County, Colorado",55374,55374,55374,16729,103174,13541,4735,1310,483,33693,1414,2032,814700,46710,865,31,14130,6781,08,037
265,"Elbert County, Colorado",27152,27152,27152,2337,129477,4761,1680,249,208,14635,438,1436,664600,24713,7,0,9119,538,08,039
266,"El Paso County, Colorado",736008,736008,736008,134942,87470,121674,61218,8739,8487,365983,19993,1609,431000,588546,5899,1179,187976,95198,08,041
267,"Fremont County, Colorado",49394,49394,49394,6399,61027,5758,1853,307,166,18379,803,1036,282100,43325,72,0,13475,4220,08,043
268,"Garfield County, Colorado",62034,62034,62034,19867,86172,8700,3563,1204,387,35265,1283,1515,490600,53468,504,1,16084,6987,08,045
269,"Gilpin County, Colorado",5877,5877,5877,413,88654,1074,660,303,274,3601,107,1340,512600,4983,37,0,2448,628,08,047
270,"Grand County, Colorado",15794,15794,15794,1573,84558,3165,1486,471,4,9348,413,1451,507200,14001,148,71,4934,1526,08,049
271,"Gunnison County, Colorado",17158,17158,17158,1691,77358,4723,1506,247,285,10784,395,1191,597200,14208,66,0,5290,2613,08,051
272,"Hinsdale County, Colorado",939,939,939,29,64327,231,95,41,0,455,7,1099,438800,820,0,0,377,96,08,053
273,"Huerfano County, Colorado",6946,6946,6946,2141,52139,786,480,135,30,2492,276,739,256700,6157,35,0,2192,644,08,055
274,"Jackson County, Colorado",1422,1422,1422,189,41809,171,112,18,0,723,69,1484,250000,1208,0,0,464,170,08,057
275,"Jefferson County, Colorado",579715,579715,579715,92162,107800,137016,59541,10103,10024,335325,12987,1792,604400,490760,2136,298,169486,70545,08,059
276,"Kiowa County, Colorado",1356,1356,1356,133,56389,130,53,3,9,675,0,869,148600,1098,10,0,400,174,08,061
277,"Kit Carson County, Colorado",7015,7015,7015,1383,59810,618,176,65,11,3541,99,916,221400,5874,47,0,1990,924,08,063
278,"Lake County, Colorado",7411,7411,7411,2606,93655,1399,730,171,91,4724,108,1599,401300,6250,33,0,2250,709,08,065
279,"La Plata County, Colorado",56088,56088,56088,7149,85296,12097,5069,1186,955,29998,939,1409,549100,47162,54,0,16462,6738,08,067
280,"Larimer County, Colorado",363561,363561,363561,46167,91364,75554,36357,6704,7527,204039,9240,1677,532200,292522,1618,132,97491,54080,08,069
281,"Las Animas County, Colorado",14392,14392,14392,5614,50408,1230,384,99,126,6282,351,875,214500,12454,62,10,4698,2003,08,071
282,"Lincoln County, Colorado",5561,5561,5561,827,54257,891,121,34,32,2161,39,854,232100,4882,0,0,1400,570,08,073
283,"Logan County, Colorado",21067,21067,21067,3530,55074,1713,995,99,59,10340,580,1027,228100,17674,8,4,5565,2583,08,075
284,"Mesa County, Colorado",157316,157316,157316,23957,71485,23024,7399,2027,1582,78680,4022,1154,349400,129636,420,23,46413,18146,08,077
285,"Mineral County, Colorado",799,799,799,19,52455,246,67,25,35,416,31,903,413000,661,0,0,320,114,08,079
286,"Moffat County, Colorado",13258,13258,13258,2178,70975,1411,361,86,44,6591,264,1051,262500,10461,34,0,3824,1479,08,081
287,"Montezuma County, Colorado",26204,26204,26204,3243,63005,3559,1637,315,369,11674,523,974,308100,22933,40,0,8168,2747,08,083
288,"Montrose County, Colorado",43272,43272,43272,9195,66072,5881,2106,467,399,19766,838,1120,357900,38907,255,0,13085,4444,08,085
289,"Morgan County, Colorado",29186,29186,29186,10918,75407,2166,880,209,91,14579,612,1092,299300,24484,42,0,7183,3850,08,087
290,"Otero County, Colorado",18460,18460,18460,7698,54897,1501,600,145,124,8296,380,796,160700,16155,33,2,5264,2379,08,089
291,"Ouray County, Colorado",5024,5024,5024,238,84556,1479,572,184,80,2458,79,1398,670100,4493,3,0,1961,553,08,091
292,"Park County, Colorado",17739,17739,17739,1315,95450,3754,1348,233,268,9144,322,1942,489300,15835,29,0,7382,1065,08,093
293,"Phillips County, Colorado",4491,4491,4491,1214,60372,568,141,56,9,2162,17,947,255300,4036,3,0,1393,466,08,095
294,"Pitkin County, Colorado",17119,17119,17119,1904,100318,5016,2506,809,239,10342,159,1880,1131200,14508,172,86,6096,2935,08,097
295,"Prowers County, Colorado",11931,11931,11931,4750,57601,756,419,215,38,5703,271,741,150900,10807,174,0,3209,1355,08,099
296,"Pueblo County, Colorado",168726,168726,168726,70812,62250,19072,8054,1481,802,75134,4068,1059,271800,145493,918,75,46329,21487,08,101
297,"Rio Blanco County, Colorado",6518,6518,6518,685,72620,802,264,69,19,3019,131,924,243400,5573,1,0,1963,624,08,103
298,"Rio Grande County, Colorado",11394,11394,11394,4630,62166,1785,649,100,42,5659,451,782,215400,9984,9,0,3442,1590,08,105
299,"Routt County, Colorado",24990,24990,24990,2180,104803,6252,2382,935,278,14385,354,1845,756200,20861,229,0,8058,2561,08,107
300,"Saguache County, Colorado",6511,6511,6511,2404,54283,777,659,63,55,3149,248,746,200000,5773,1,0,2448,813,08,109
301,"San Juan County, Colorado",690,690,690,112,73889,167,93,4,0,446,30,1076,406900,606,0,0,201,161,08,111
302,"San Miguel County, Colorado",8026,8026,8026,906,80117,2986,834,265,38,5028,208,1173,613100,7314,23,0,2607,1391,08,113
303,"Sedgwick County, Colorado",2346,2346,2346,437,52833,315,118,6,15,1149,26,728,142700,2048,7,0,723,277,08,115
304,"Summit County, Colorado",30857,30857,30857,5218,106255,7808,3193,1198,405,19822,661,1851,850700,25938,309,0,8546,3801,08,117
305,"Teller County, Colorado",24774,24774,24774,1831,80666,4368,2385,318,341,12326,422,1746,445000,20820,190,0,9251,2002,08,119
306,"Washington County, Colorado",4839,4839,4839,548,65164,566,214,21,48,2297,77,991,218300,4159,10,0,1485,585,08,121
307,"Weld County, Colorado",340711,340711,340711,103804,93287,45440,19700,3179,2929,183049,8676,1469,444500,287747,1136,114,90674,29345,08,123
308,"Yuma County, Colorado",9921,9921,9921,2862,60051,1061,573,65,17,5026,263,897,215600,8062,209,11,2764,1193,08,125
309,"Capitol Planning Region, Connecticut",969029,969029,969029,168439,91541,154618,91689,21170,12926,524432,27606,1351,298200,852742,6349,885,254424,134662,09,110
310,"Greater Bridgeport Planning Region, Connecticut",326296,326296,326296,85034,87135,52136,29610,7301,2791,174555,12975,1482,397000,287176,1988,214,77362,40973,09,120
311,"Lower Connecticut River Valley Planning Region, Connecticut",174983,174983,174983,13031,101117,32817,19804,3725,2692,97319,3778,1399,359000,157046,546,152,55387,18237,09,130
312,"Naugatuck Valley Planning Region, Connecticut",452303,452303,452303,86804,86365,61123,36498,7242,4483,243367,14835,1288,290800,404080,2218,250,120630,57710,09,140
313,"Northeastern Connecticut Planning Region, Connecticut",95829,95829,95829,4839,87564,10581,6497,704,793,52551,3275,1153,281300,84750,600,89,29835,9320,09,150
314,"Northwest Hills Planning Region, Connecticut",112848,112848,112848,9442,91035,19137,10980,2209,938,61858,3356,1169,311700,100596,294,28,35683,11352,09,160
315,"South Central Connecticut Planning Region, Connecticut",566803,566803,566803,108273,86266,84323,52400,14613,11687,305737,18081,1463,328300,493980,4055,779,137908,89831,09,170
316,"Southeastern Connecticut Planning Region, Connecticut",279025,279025,279025,40941,84185,37885,23458,4034,2901,142740,7242,1316,293900,243336,739,111,74923,39654,09,180
317,"Western Connecticut Planning Region, Connecticut",621232,621232,621232,123865,124553,129315,77990,21935,9398,342734,18690,2060,625400,544578,6121,888,153760,78519,09,190
318,"Kent County, Delaware",185043,185043,185043,14649,72872,20394,10270,1438,1209,89005,4868,1285,290600,161602,756,29,49719,20334,10,001
319,"New Castle County, Delaware",573030,573030,573030,65392,89901,88735,48288,8777,10513,306242,15029,1379,329800,503234,3134,214,152742,70201,10,003
320,"Sussex County, Delaware",247799,247799,247799,27788,78162,35210,18872,4068,2852,112121,5743,1221,353300,219824,1002,72,83879,19334,10,005
321,"District of Columbia, District of Columbia",672079,672079,672079,77760,106287,126307,109725,49738,22136,397158,25748,1900,724600,534246,9898,1590,132288,189268,11,001
322,"Alachua County, Florida",281751,281751,281751,34392,59659,39406,23858,8297,10386,141387,6123,1255,266800,216656,2544,753,60974,51802,12,001
323,"Baker County, Florida",28186,28186,28186,1049,70833,1741,895,189,86,12076,522,1011,225000,23591,11,0,7498,1514,12,003
324,"Bay County, Florida",181368,181368,181368,15221,70188,23148,10015,1936,1295,90175,3222,1424,276900,145818,922,56,51976,24142,12,005
325,"Bradford County, Florida",27888,27888,27888,1360,59740,1919,743,220,153,11128,738,838,180300,22576,33,0,6451,2653,12,007
326,"Brevard County, Florida",620533,620533,620533,72613,75817,94125,47341,7891,6365,293522,14187,1456,304400,537398,3569,538,193755,58134,12,009
327,"Broward County, Florida",1946127,1946127,1946127,621023,74534,307201,130636,41900,18958,1052505,58574,1804,380400,1677611,25758,2220,474052,275320,12,011
328,"Calhoun County, Florida",13593,13593,13593,685,46901,911,282,45,65,4830,198,680,134000,11571,30,0,3556,1069,12,013
329,"Charlotte County, Florida",195083,195083,195083,15278,66154,25246,11278,2990,1586,74508,4137,1289,291000,169751,761,68,72670,14706,12,015
330,"Citrus County, Florida",158693,158693,158693,10329,55355,16064,6890,1903,1005,54846,3748,1069,223200,138545,599,25,59129,10572,12,017
331,"Clay County, Florida",223436,223436,223436,24684,86094,29312,11110,2687,1375,109601,4181,1464,281500,190360,690,0,62335,19422,12,019
332,"Collier County, Florida",387681,387681,387681,106446,86173,69373,33054,11011,5087,170348,6842,1752,486800,332348,4244,288,122225,38642,12,021
333,"Columbia County, Florida",70755,70755,70755,5258,55070,5548,2003,265,250,30031,1892,915,186400,56562,514,95,18938,7782,12,023
334,"DeSoto County, Florida",34719,34719,34719,10334,50868,1902,744,99,65,14137,1218,910,151500,29725,239,97,9025,3631,12,027
335,"Dixie County, Florida",16952,16952,16952,759,47655,659,310,45,23,6067,310,792,96900,14294,1,0,5139,991,12,029
336,"Duval County, Florida",1007189,1007189,1007189,118365,68447,154023,54383,12707,8062,510962,22980,1385,274900,831914,5579,595,235245,169894,12,031
337,"Escambia County, Florida",323275,323275,323275,21413,65715,40614,16348,3592,3187,151148,8944,1234,234200,262361,1712,191,82106,46186,12,033
338,"Flagler County, Florida",121710,121710,121710,13595,72923,18920,7060,1793,958,51706,1891,1687,333400,105152,684,162,41003,9293,12,035
339,"Franklin County, Florida",12418,12418,12418,675,62734,1385,869,160,92,4962,344,1044,254300,10286,60,0,3798,1120,12,037
340,"Gadsden County, Florida",43642,43642,43642,5180,46047,3973,1748,142,281,16750,734,792,154700,37847,122,0,12023,4462,12,039
341,"Gilchrist County, Florida",18494,18494,18494,1378,61070,1159,575,127,48,7750,249,855,191000,16419,66,0,5787,1126,12,041
342,"Glades County, Florida",12324,12324,12324,3089,38905,948,202,37,32,4274,267,927,114800,10531,109,16,3634,926,12,043
